question_id,test_id,section_name,section_order,question_order,text,option_a,option_b,option_c,option_d,correct,explanation,marks,negative_marks,subject,difficulty
q-re-100,ssc-cgl-07,Reasoning,1,22,"If 8 workers finish work in 4 days, how many days for 4 workers?",6,7,8,9,2,Half workers double time.,2,0.5,Time & Work,Medium
q-re-101,ssc-cgl-07,Reasoning,1,23,Which shape has three sides?,Square,Circle,Triangle,Rectangle,2,Triangle has 3 sides.,2,0.5,Geometry,Easy
q-re-102,ssc-cgl-07,Reasoning,1,24,"Find missing term: 5, 25, 125, ?",500,525,625,650,2,Powers of 5.,2,0.5,Series,Medium
q-re-103,ssc-cgl-07,Reasoning,1,25,"If today is Thursday, what day after 21 days?",Thursday,Friday,Saturday,Sunday,0,21 mod 7=0.,2,0.5,Calendar,High
q-ga-104,ssc-cgl-07,General Awareness,2,1,Who is known as the Father of the Indian Constitution?,Mahatma Gandhi,Jawaharlal Nehru,B. R. Ambedkar,Rajendra Prasad,2,Dr. B. R. Ambedkar chaired the Drafting Committee.,2,0.5,Polity,Medium
q-ga-105,ssc-cgl-07,General Awareness,2,2,Which is the largest state in India by area?,Madhya Pradesh,Maharashtra,Rajasthan,Uttar Pradesh,2,Rajasthan is largest by area.,2,0.5,Geography,Medium
q-ga-106,ssc-cgl-07,General Awareness,2,3,Which vitamin deficiency causes scurvy?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,2,Scurvy is caused by Vitamin C deficiency.,2,0.5,Biology,Easy
q-ga-107,ssc-cgl-07,General Awareness,2,4,The Indian National Congress was founded in which year?,1885,1905,1919,1947,0,Congress was founded in 1885.,2,0.5,History,Medium
q-ga-108,ssc-cgl-07,General Awareness,2,5,Which gas is used in balloons?,Oxygen,Hydrogen,Nitrogen,Helium,3,Helium is lighter than air and safe.,2,0.5,Science,Easy
q-ga-109,ssc-cgl-07,General Awareness,2,6,Who wrote 'Ramayana'?,Tulsidas,Valmiki,Ved Vyasa,Kalidasa,1,Valmiki authored Ramayana.,2,0.5,Literature,Easy
q-ga-110,ssc-cgl-07,General Awareness,2,7,Which is the smallest planet in the solar system?,Earth,Mercury,Mars,Venus,1,Mercury is smallest planet.,2,0.5,Science,Easy
q-ga-111,ssc-cgl-07,General Awareness,2,8,Which article of the Constitution deals with Fundamental Rights?,Article 32,Article 14,Article 19,Article 21,0,Article 32 protects Fundamental Rights.,2,0.5,Polity,High
q-ga-112,ssc-cgl-07,General Awareness,2,9,Who invented the electric bulb?,Newton,Edison,Faraday,Bell,1,Thomas Edison invented electric bulb.,2,0.5,Science,Medium
q-ga-113,ssc-cgl-07,General Awareness,2,10,Which river flows through Delhi?,Yamuna,Ganga,Narmada,Godavari,0,Yamuna flows through Delhi.,2,0.5,Geography,Easy
q-ga-114,ssc-cgl-07,General Awareness,2,11,Which metal is the best conductor of electricity?,Copper,Silver,Iron,Gold,1,Silver is best conductor.,2,0.5,Physics,Medium
q-ga-115,ssc-cgl-07,General Awareness,2,12,Who was the first Governor-General of independent India?,Mountbatten,Rajagopalachari,Nehru,Patel,1,C. Rajagopalachari served first.,2,0.5,History,Medium
q-ga-116,ssc-cgl-07,General Awareness,2,13,Which organ helps in digestion of food?,Liver,Heart,Kidney,Lungs,0,Liver produces bile for digestion.,2,0.5,Biology,Medium
q-ga-117,ssc-cgl-07,General Awareness,2,14,Which state is known as the 'Spice Garden of India'?,Kerala,Tamil Nadu,Assam,Gujarat,0,Kerala produces spices.,2,0.5,Geography,Medium
q-ga-118,ssc-cgl-07,General Awareness,2,15,Who discovered gravity?,Einstein,Newton,Galileo,Bohr,1,Newton discovered gravity.,2,0.5,Science,Easy
q-ga-119,ssc-cgl-07,General Awareness,2,16,Which is the currency of China?,Yen,Won,Yuan,Ruble,2,Yuan is China's currency.,2,0.5,Economics,Medium
q-ga-120,ssc-cgl-07,General Awareness,2,17,Which freedom fighter gave slogan 'Give me blood and I will give you freedom'?,Gandhi,Nehru,Bose,Bhagat Singh,2,Subhash Chandra Bose gave slogan.,2,0.5,History,Medium
q-ga-121,ssc-cgl-07,General Awareness,2,18,Which part of plant absorbs water from soil?,Stem,Leaf,Root,Flower,2,Roots absorb water.,2,0.5,Biology,Easy
q-ga-122,ssc-cgl-07,General Awareness,2,19,Which country hosted FIFA World Cup 2022?,Brazil,Qatar,Russia,France,1,Qatar hosted 2022 World Cup.,2,0.5,Sports,Medium
q-ga-123,ssc-cgl-07,General Awareness,2,20,Which is the longest river in the world?,Amazon,Nile,Ganga,Mississippi,1,Nile is longest river.,2,0.5,Geography,Medium
q-ga-124,ssc-cgl-07,General Awareness,2,21,What is the SI unit of energy?,Watt,Joule,Newton,Pascal,1,Joule is unit of energy.,2,0.5,Physics,Medium
q-ga-125,ssc-cgl-07,General Awareness,2,22,Who was the first woman President of India?,Indira Gandhi,Pratibha Patil,Sarojini Naidu,Sonia Gandhi,1,Pratibha Patil became President in 2007.,2,0.5,Polity,Medium
q-ga-126,ssc-cgl-07,General Awareness,2,23,Which is the national sport of India?,Hockey,Cricket,Kabaddi,Football,0,Hockey is traditionally considered national sport.,2,0.5,Sports,Medium
q-ga-127,ssc-cgl-07,General Awareness,2,24,Which ocean is the deepest in the world?,Atlantic,Indian,Pacific,Arctic,2,Pacific Ocean is deepest.,2,0.5,Geography,Medium
q-ga-128,ssc-cgl-07,General Awareness,2,25,Which scientist proposed theory of relativity?,Newton,Einstein,Bohr,Darwin,1,Einstein proposed relativity.,2,0.5,Science,Medium
q-qa-054,ssc-cgl-07,Quantitative Aptitude,3,1,Calculate: what is 35% of 200?,60,65,70,75,2,35% of 200 = 70.,2,0.5,Percentage,Easy
q-qa-055,ssc-cgl-07,Quantitative Aptitude,3,2,The ratio of two numbers is 3:7 and their sum is 100. Find the smaller number.,25,30,35,40,1,Smaller = (3/10) × 100 = 30.,2,0.5,Ratio,Medium
q-qa-056,ssc-cgl-07,Quantitative Aptitude,3,3,The average of 8 numbers is 12. Find their total sum.,84,90,96,102,2,Sum = 12 × 8 = 96.,2,0.5,Average,Easy
q-qa-057,ssc-cgl-07,Quantitative Aptitude,3,4,A number increased by 25% becomes 125. Find the original number.,90,95,100,105,2,100 × 1.25 = 125.,2,0.5,Percentage,Medium
q-qa-058,ssc-cgl-07,Quantitative Aptitude,3,5,Find simple interest on ₹2000 at 5% per annum for 3 years.,250,275,300,325,2,SI = PRT/100 = 300.,2,0.5,Simple Interest,Medium
q-qa-059,ssc-cgl-07,Quantitative Aptitude,3,6,A train travels 120 km in 2 hours. Find its speed.,50 km/h,55 km/h,60 km/h,65 km/h,2,Speed = 120/2 = 60.,2,0.5,Speed & Distance,Easy
q-qa-060,ssc-cgl-07,Quantitative Aptitude,3,7,What is the square of 13?,144,156,169,182,2,13² = 169.,2,0.5,Arithmetic,Easy
q-qa-061,ssc-cgl-07,Quantitative Aptitude,3,8,"If cost price is ₹800 and selling price is ₹920, find profit percentage.",0.1,0.12,0.15,0.18,2,Profit% = 120/800 × 100 = 15%.,2,0.5,Profit & Loss,Medium
q-qa-062,ssc-cgl-07,Quantitative Aptitude,3,9,Find LCM of 8 and 10.,20,30,40,50,2,LCM = 40.,2,0.5,LCM,Easy
q-qa-063,ssc-cgl-07,Quantitative Aptitude,3,10,"If 4 men can complete work in 16 days, how many days will 8 men take?",6,7,8,9,2,"Double men, half time = 8 days.",2,0.5,Time & Work,Medium
q-qa-064,ssc-cgl-07,Quantitative Aptitude,3,11,The perimeter of a square is 48 cm. Find its side.,10,11,12,13,2,Side = 48/4 = 12.,2,0.5,Geometry,Easy
q-qa-065,ssc-cgl-07,Quantitative Aptitude,3,12,A sum of ₹2500 becomes ₹3000 in 2 years at simple interest. Find rate of interest.,0.08,0.09,0.1,0.11,2,SI = 500 → Rate = 10%.,2,0.5,Simple Interest,High
q-qa-066,ssc-cgl-07,Quantitative Aptitude,3,13,Calculate the value of 7/10 of 90.,56,63,70,77,1,(7/10) × 90 = 63.,2,0.5,Fraction,Easy
q-qa-067,ssc-cgl-07,Quantitative Aptitude,3,14,The area of a rectangle is 200 sq cm and length is 20 cm. Find breadth.,8,9,10,11,2,Breadth = 200/20 = 10.,2,0.5,Geometry,Medium
q-qa-068,ssc-cgl-07,Quantitative Aptitude,3,15,"If a number when divided by 9 leaves remainder 4, what will be remainder when divided by 18?",2,4,6,8,1,Remainder remains same.,2,0.5,Number System,Medium
q-qa-069,ssc-cgl-07,Quantitative Aptitude,3,16,Find compound interest on ₹1000 at 10% for 2 years.,200,210,220,230,1,CI = 210.,2,0.5,Compound Interest,High
q-qa-070,ssc-cgl-07,Quantitative Aptitude,3,17,The average of first 15 natural numbers is?,7,7.5,8,8.5,2,Formula (n+1)/2 = 8.,2,0.5,Average,Medium
q-qa-071,ssc-cgl-07,Quantitative Aptitude,3,18,"If 40% of a number is 80, find the number.",180,190,200,210,2,Number = 200.,2,0.5,Percentage,Medium
q-qa-072,ssc-cgl-07,Quantitative Aptitude,3,19,Find the value of √196.,12,13,14,15,2,√196 = 14.,2,0.5,Arithmetic,Easy
q-qa-073,ssc-cgl-07,Quantitative Aptitude,3,20,A shopkeeper gives 15% discount on ₹400. Find selling price.,320,330,340,350,2,Discount = 60 → SP = 340.,2,0.5,Discount,Medium
q-qa-074,ssc-cgl-07,Quantitative Aptitude,3,21,"If a car travels 300 km in 5 hours, find average speed.",50,55,60,65,2,Speed = 300/5 = 60.,2,0.5,Speed & Distance,Easy
q-qa-075,ssc-cgl-07,Quantitative Aptitude,3,22,Find HCF of 24 and 36.,6,8,10,12,3,HCF = 12.,2,0.5,HCF,Easy
q-qa-076,ssc-cgl-07,Quantitative Aptitude,3,23,A number increased by 20% becomes 180. Find original number.,140,145,150,155,2,150 × 1.2 = 180.,2,0.5,Percentage,Medium
q-qa-077,ssc-cgl-07,Quantitative Aptitude,3,24,Find the area of a square with side 11 cm.,110,115,121,132,2,Area = side² = 121.,2,0.5,Geometry,Easy
q-qa-078,ssc-cgl-07,Quantitative Aptitude,3,25,"If cost of 6 notebooks is ₹180, what is cost of 1 notebook?",25,28,30,32,2,Unitary method → 180/6 = 30.,2,0.5,Arithmetic,Easy
q-en-054,ssc-cgl-07,English,4,1,Choose the correct synonym of 'BRISK'.,Slow,Active,Weak,Lazy,1,Brisk means active and energetic.,2,0.5,Vocabulary,Medium
q-en-055,ssc-cgl-07,English,4,2,Choose the antonym of 'HOSTILE'.,Friendly,Angry,Rude,Violent,0,Friendly is opposite of hostile.,2,0.5,Vocabulary,Medium
q-en-056,ssc-cgl-07,English,4,3,Select the correctly spelled word.,Commitee,Committee,Comittee,Commetee,1,Correct spelling is Committee.,2,0.5,Spelling,Easy
q-en-057,ssc-cgl-07,English,4,4,Fill in the blank: He is fond ___ reading books.,of,in,on,at,0,Correct preposition is 'of'.,2,0.5,Grammar,Easy
q-en-058,ssc-cgl-07,English,4,5,Choose the correct passive voice of: She completed the task.,The task completed,The task was completed,The task is completed,The task has completed,1,Past simple passive.,2,0.5,Voice,Medium
q-en-059,ssc-cgl-07,English,4,6,Choose the synonym of 'CALAMITY'.,Happiness,Disaster,Joy,Peace,1,Calamity means disaster.,2,0.5,Vocabulary,Medium
q-en-060,ssc-cgl-07,English,4,7,Choose the antonym of 'EXPENSIVE'.,Cheap,Costly,Rich,Valuable,0,Cheap is opposite of expensive.,2,0.5,Vocabulary,Easy
q-en-061,ssc-cgl-07,English,4,8,Identify the error: Each of the players have arrived.,Each of,the players,have arrived,No error,2,Should be 'has arrived'.,2,0.5,Error Detection,High
q-en-062,ssc-cgl-07,English,4,9,Fill in the blank: She is good ___ mathematics.,at,on,in,with,0,Correct preposition is 'at'.,2,0.5,Grammar,Easy
q-en-063,ssc-cgl-07,English,4,10,"Choose the correct indirect speech: He said, 'I will help you'.",He said he will help me,He said he would help me,He said I would help you,He said he helps me,1,Tense changes to past.,2,0.5,Narration,Medium
q-en-064,ssc-cgl-07,English,4,11,Choose the correct synonym of 'OBVIOUS'.,Clear,Hidden,Rare,Doubtful,0,Obvious means clear.,2,0.5,Vocabulary,Medium
q-en-065,ssc-cgl-07,English,4,12,Choose the correct antonym of 'MINOR'.,Small,Little,Major,Few,2,Major is opposite of minor.,2,0.5,Vocabulary,Medium
q-en-066,ssc-cgl-07,English,4,13,Fill in the blank: Neither of the boys ___ present.,are,were,is,be,2,Singular subject takes singular verb.,2,0.5,Grammar,Medium
q-en-067,ssc-cgl-07,English,4,14,Select the correct meaning of idiom 'Under the weather'.,Very happy,Slightly ill,Very rich,Very busy,1,It means slightly ill.,2,0.5,Idiom,Medium
q-en-068,ssc-cgl-07,English,4,15,Choose the correct spelling.,Acquaintence,Acquaintance,Aquaintance,Acquaintanse,1,Correct spelling is Acquaintance.,2,0.5,Spelling,Medium
q-en-069,ssc-cgl-07,English,4,16,Choose the correct synonym of 'GENERATE'.,Create,Destroy,Avoid,Reduce,0,Generate means create.,2,0.5,Vocabulary,Medium
q-en-070,ssc-cgl-07,English,4,17,Choose the correct antonym of 'INFERIOR'.,Lower,Smaller,Superior,Weak,2,Superior is opposite of inferior.,2,0.5,Vocabulary,Medium
q-en-071,ssc-cgl-07,English,4,18,Fill in the blank: They have been living here ___ 2010.,for,since,at,in,1,Since used with point in time.,2,0.5,Grammar,Medium
q-en-072,ssc-cgl-07,English,4,19,Choose the correct one-word substitution for 'One who looks on the bright side of things'.,Realist,Pessimist,Optimist,Artist,2,Optimist sees positive side.,2,0.5,Vocabulary,Medium
q-en-073,ssc-cgl-07,English,4,20,Identify the correctly punctuated sentence.,i am ready,I am ready,I am Ready,I am ready!,1,Correct capitalization.,2,0.5,Punctuation,Easy
q-en-074,ssc-cgl-07,English,4,21,Choose the correct synonym of 'VITAL'.,Important,Useless,Common,Weak,0,Vital means important.,2,0.5,Vocabulary,Medium
q-en-075,ssc-cgl-07,English,4,22,Choose the correct antonym of 'APPROVE'.,Accept,Support,Reject,Allow,2,Reject is opposite of approve.,2,0.5,Vocabulary,Medium
q-en-076,ssc-cgl-07,English,4,23,Fill in the blank: The meeting will start ___ 9 AM.,at,on,in,with,0,Time uses 'at'.,2,0.5,Grammar,Easy
q-en-077,ssc-cgl-07,English,4,24,Choose the correct voice: They are painting the house.,The house painted,The house is painted,The house is being painted,The house painting,2,Present continuous passive.,2,0.5,Voice,High
q-en-078,ssc-cgl-07,English,4,25,Choose the correct synonym of 'HONOUR'.,Respect,Ignore,Hate,Avoid,0,Honour means respect.,2,0.5,Vocabulary,Easy
q-re-104,ssc-cgl-08,Reasoning,1,1,"Find the next number in the series: 9, 18, 36, 72, ?",96,108,144,162,2,Multiply by 2.,2,0.5,Series,Medium
q-re-105,ssc-cgl-08,Reasoning,1,2,"If PEN is coded as QFO, how is BOOK coded?",CPLL,CQQM,CPPL,DQQM,1,Each letter shifted +1.,2,0.5,Coding-Decoding,Medium
q-re-106,ssc-cgl-08,Reasoning,1,3,Find the odd one out.,Cat,Dog,Tiger,Rose,3,Rose is plant.,2,0.5,Odd One Out,Easy
q-re-107,ssc-cgl-08,Reasoning,1,4,Complete the analogy: Water : Drink :: Food : ?,Eat,Cook,Sleep,Run,0,Food is eaten.,2,0.5,Analogy,Easy
q-re-108,ssc-cgl-08,Reasoning,1,5,How many sides does a heptagon have?,5,6,7,8,2,Heptagon has 7 sides.,2,0.5,Reasoning,Easy
q-re-109,ssc-cgl-08,Reasoning,1,6,"In a queue, Ravi is 6th from left and 7th from right. Total persons?",11,12,13,14,1,6+7−1=12.,2,0.5,Ranking,Medium
q-re-110,ssc-cgl-08,Reasoning,1,7,"Find missing number: 4, 16, 64, 256, ?",512,768,1024,2048,2,Multiply by 4.,2,0.5,Series,Medium
q-re-111,ssc-cgl-08,Reasoning,1,8,Opposite direction of North is?,South,East,West,North-East,0,Opposite of North is South.,2,0.5,Direction,Easy
q-re-112,ssc-cgl-08,Reasoning,1,9,"If A=1, B=2, then BAD=?",6,7,8,9,1,"B=2,A=1,D=4 total 7.",2,0.5,Alphabet,Medium
q-re-113,ssc-cgl-08,Reasoning,1,10,"Find next term: 8, 16, 32, 64, ?",96,112,128,144,2,Multiply by 2.,2,0.5,Series,Easy
q-re-114,ssc-cgl-08,Reasoning,1,11,"If today is Tuesday, what day after 7 days?",Monday,Tuesday,Wednesday,Thursday,1,7 mod 7=0.,2,0.5,Calendar,Medium
q-re-115,ssc-cgl-08,Reasoning,1,12,"Find odd number: 10, 15, 20, 25, 27",10,15,20,27,3,27 not multiple of 5.,2,0.5,Number System,Medium
q-re-116,ssc-cgl-08,Reasoning,1,13,Mirror image of 3:00 clock is?,08:00:00,09:00:00,07:00:00,06:00:00,1,12−3=9.,2,0.5,Clock,High
q-re-117,ssc-cgl-08,Reasoning,1,14,"Find missing term: 6, 12, 24, 48, ?",72,84,96,108,2,Multiply by 2.,2,0.5,Series,Easy
q-re-118,ssc-cgl-08,Reasoning,1,15,Find the odd word from the given options.,Spoon,Fork,Knife,Table,3,Table is furniture.,2,0.5,Odd One Out,Easy
q-re-119,ssc-cgl-08,Reasoning,1,16,"If CAT is coded DBU, how is PEN coded?",QFO,QEN,QGP,QFN,0,Each letter +1.,2,0.5,Coding-Decoding,Medium
q-re-120,ssc-cgl-08,Reasoning,1,17,How many days are there in February in leap year?,28,29,30,31,1,Leap year February has 29 days.,2,0.5,General Knowledge,Easy
q-re-121,ssc-cgl-08,Reasoning,1,18,"Find missing number: 3, 9, 27, 81, ?",162,243,324,405,1,Powers of 3.,2,0.5,Series,Medium
q-re-122,ssc-cgl-08,Reasoning,1,19,"If East becomes West, North becomes?",South,East,West,North,0,Opposite direction.,2,0.5,Direction,Medium
q-re-123,ssc-cgl-08,Reasoning,1,20,"Find next alphabet: C, F, I, L, ?",M,N,O,P,2,#ERROR!,2,0.5,Series,Medium
q-re-124,ssc-cgl-08,Reasoning,1,21,"Find odd number: 12, 18, 24, 29, 30",12,18,24,29,3,29 not multiple of 6.,2,0.5,Number System,Medium
q-re-125,ssc-cgl-08,Reasoning,1,22,"If 3 workers finish work in 9 days, how many days for 9 workers?",2,3,4,5,1,Triple workers → one-third time.,2,0.5,Time & Work,Medium
q-re-126,ssc-cgl-08,Reasoning,1,23,Which shape has no corners?,Triangle,Square,Circle,Rectangle,2,Circle has no corners.,2,0.5,Geometry,Easy
q-re-127,ssc-cgl-08,Reasoning,1,24,"Find missing term: 7, 14, 28, 56, ?",70,84,112,126,2,Multiply by 2.,2,0.5,Series,Easy
q-re-128,ssc-cgl-08,Reasoning,1,25,"If today is Sunday, what day after 14 days?",Saturday,Sunday,Monday,Tuesday,1,14 mod 7=0.,2,0.5,Calendar,High
q-ga-129,ssc-cgl-08,General Awareness,2,1,Who is known as the Iron Man of India?,Gandhi,Patel,Nehru,Bose,1,Sardar Patel known as Iron Man.,2,0.5,History,Medium
q-ga-130,ssc-cgl-08,General Awareness,2,2,Which is the capital of Madhya Pradesh?,Bhopal,Indore,Gwalior,Jabalpur,0,Bhopal is capital.,2,0.5,Geography,Easy
q-ga-131,ssc-cgl-08,General Awareness,2,3,Which vitamin is known as sunshine vitamin?,A,B,C,D,3,Vitamin D from sunlight.,2,0.5,Biology,Easy
q-ga-132,ssc-cgl-08,General Awareness,2,4,Who discovered penicillin?,Newton,Darwin,Fleming,Edison,2,Alexander Fleming discovered penicillin.,2,0.5,Science,Medium
q-ga-133,ssc-cgl-08,General Awareness,2,5,Which is the national bird of India?,Peacock,Crow,Sparrow,Pigeon,0,Peacock is national bird.,2,0.5,General Knowledge,Easy
q-ga-134,ssc-cgl-08,General Awareness,2,6,Which river is known as the Ganga of the South?,Godavari,Kaveri,Narmada,Krishna,0,Godavari known as South Ganga.,2,0.5,Geography,Medium
q-ga-135,ssc-cgl-08,General Awareness,2,7,Who was the first Prime Minister of India?,Gandhi,Nehru,Patel,Bose,1,Jawaharlal Nehru.,2,0.5,History,Easy
q-ga-136,ssc-cgl-08,General Awareness,2,8,Which gas do plants absorb?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,2,Plants absorb CO2.,2,0.5,Biology,Easy
q-ga-137,ssc-cgl-08,General Awareness,2,9,Which is the largest ocean?,Atlantic,Indian,Pacific,Arctic,2,Pacific is largest.,2,0.5,Geography,Easy
q-ga-138,ssc-cgl-08,General Awareness,2,10,What is the currency of USA?,Euro,Dollar,Peso,Yen,1,Dollar is currency.,2,0.5,Economics,Easy
q-ga-139,ssc-cgl-08,General Awareness,2,11,Which organ pumps blood?,Lungs,Liver,Heart,Kidney,2,Heart pumps blood.,2,0.5,Biology,Easy
q-ga-140,ssc-cgl-08,General Awareness,2,12,Which is the tallest mountain in the world?,K2,Everest,Kanchenjunga,Nanga Parbat,1,Mount Everest tallest.,2,0.5,Geography,Easy
q-ga-141,ssc-cgl-08,General Awareness,2,13,Who invented telephone?,Bell,Edison,Newton,Tesla,0,Alexander Graham Bell.,2,0.5,Science,Medium
q-ga-142,ssc-cgl-08,General Awareness,2,14,Which is the smallest state in India by area?,Goa,Sikkim,Tripura,Nagaland,0,Goa smallest.,2,0.5,Geography,Medium
q-ga-143,ssc-cgl-08,General Awareness,2,15,Which metal is liquid at room temperature?,Iron,Silver,Mercury,Copper,2,Mercury is liquid.,2,0.5,Science,Easy
q-ga-144,ssc-cgl-08,General Awareness,2,16,Who wrote the Constitution of India?,B. R. Ambedkar,Gandhi,Nehru,Patel,0,Ambedkar chief architect.,2,0.5,Polity,Medium
q-ga-145,ssc-cgl-08,General Awareness,2,17,Which is the largest desert?,Sahara,Gobi,Thar,Kalahari,0,Sahara largest.,2,0.5,Geography,Medium
q-ga-146,ssc-cgl-08,General Awareness,2,18,Which planet is known as Red Planet?,Mars,Venus,Earth,Jupiter,0,Mars appears red.,2,0.5,Science,Easy
q-ga-147,ssc-cgl-08,General Awareness,2,19,Which country hosted Olympics 2020?,Japan,China,Brazil,USA,0,Tokyo Olympics.,2,0.5,Sports,Medium
q-ga-148,ssc-cgl-08,General Awareness,2,20,Which is the national flower of India?,Lotus,Rose,Lily,Jasmine,0,Lotus national flower.,2,0.5,General Knowledge,Easy
q-ga-149,ssc-cgl-08,General Awareness,2,21,Which gas is essential for breathing?,Oxygen,Nitrogen,CO2,Hydrogen,0,Oxygen required.,2,0.5,Science,Easy
q-ga-150,ssc-cgl-08,General Awareness,2,22,Which continent is largest?,Africa,Asia,Europe,Australia,1,Asia largest.,2,0.5,Geography,Easy
q-ga-151,ssc-cgl-08,General Awareness,2,23,Who is known as Father of Nation?,Gandhi,Nehru,Patel,Bose,0,Mahatma Gandhi.,2,0.5,History,Easy
q-ga-152,ssc-cgl-08,General Awareness,2,24,What is the SI unit of force?,Joule,Watt,Newton,Pascal,2,Newton is unit.,2,0.5,Physics,Medium
q-ga-153,ssc-cgl-08,General Awareness,2,25,Which animal is called Ship of Desert?,Horse,Camel,Elephant,Donkey,1,Camel called ship of desert.,2,0.5,General Knowledge,Easy
q-qa-079,ssc-cgl-08,Quantitative Aptitude,3,1,Calculate: what is 20% of 300?,40,50,60,70,2,20% of 300=60.,2,0.5,Percentage,Easy
q-qa-080,ssc-cgl-08,Quantitative Aptitude,3,2,Ratio of two numbers is 2:5 and sum is 70. Larger number?,40,45,50,55,2,5/7×70=50.,2,0.5,Ratio,Medium
q-qa-081,ssc-cgl-08,Quantitative Aptitude,3,3,Average of 5 numbers is 16. Sum?,60,70,80,90,2,16×5=80.,2,0.5,Average,Easy
q-qa-082,ssc-cgl-08,Quantitative Aptitude,3,4,A number increased by 10% becomes 110. Original number?,90,95,100,105,2,100×1.1=110.,2,0.5,Percentage,Medium
q-qa-083,ssc-cgl-08,Quantitative Aptitude,3,5,Simple interest on ₹1000 at 10% for 2 years?,150,180,200,220,2,SI=200.,2,0.5,Simple Interest,Easy
q-qa-084,ssc-cgl-08,Quantitative Aptitude,3,6,A car travels 150 km in 3 hours. Speed?,40,45,50,55,2,150/3=50.,2,0.5,Speed & Distance,Easy
q-qa-085,ssc-cgl-08,Quantitative Aptitude,3,7,What is the square of 12?,124,134,144,154,2,12²=144.,2,0.5,Arithmetic,Easy
q-qa-086,ssc-cgl-08,Quantitative Aptitude,3,8,"If CP=₹500 and SP=₹600, profit%?",0.1,0.15,0.2,0.25,2,100/500×100=20%.,2,0.5,Profit & Loss,Medium
q-qa-087,ssc-cgl-08,Quantitative Aptitude,3,9,Find the LCM of 6 and 9.,12,15,18,21,2,LCM=18.,2,0.5,LCM,Easy
q-qa-088,ssc-cgl-08,Quantitative Aptitude,3,10,4 men complete work in 12 days. 8 men?,5,6,7,8,1,Double men half time.,2,0.5,Time & Work,Medium
q-qa-089,ssc-cgl-08,Quantitative Aptitude,3,11,Perimeter of square 36 cm. Side?,7,8,9,10,2,36/4=9.,2,0.5,Geometry,Easy
q-qa-090,ssc-cgl-08,Quantitative Aptitude,3,12,₹2000 becomes ₹2400 in 2 years. Rate?,0.08,0.09,0.1,0.11,2,SI=400.,2,0.5,Simple Interest,High
q-qa-091,ssc-cgl-08,Quantitative Aptitude,3,13,Calculate the value of 3/5 of 50.,25,28,30,35,2,30,2,0.5,Fraction,Easy
q-qa-092,ssc-cgl-08,Quantitative Aptitude,3,14,"Area rectangle 120, length 10. Breadth?",10,11,12,13,2,120/10=12.,2,0.5,Geometry,Medium
q-qa-093,ssc-cgl-08,Quantitative Aptitude,3,15,Remainder when number divided by 5 is 2. By 10?,2,3,4,5,0,Same remainder.,2,0.5,Number System,Medium
q-qa-094,ssc-cgl-08,Quantitative Aptitude,3,16,Compound interest on ₹1000 at 10% for 2 years?,200,210,220,230,1,CI=210.,2,0.5,Compound Interest,High
q-qa-095,ssc-cgl-08,Quantitative Aptitude,3,17,Average of first 10 natural numbers?,4.5,5,5.5,6,2,(n+1)/2.,2,0.5,Average,Medium
q-qa-096,ssc-cgl-08,Quantitative Aptitude,3,18,25% of number is 50. Number?,180,190,200,210,2,200,2,0.5,Percentage,Medium
q-qa-097,ssc-cgl-08,Quantitative Aptitude,3,19,Find the value of √144.,10,11,12,13,2,12,2,0.5,Arithmetic,Easy
q-qa-098,ssc-cgl-08,Quantitative Aptitude,3,20,10% discount on ₹500. Selling price?,400,420,450,480,2,Discount=50.,2,0.5,Discount,Easy
q-qa-099,ssc-cgl-08,Quantitative Aptitude,3,21,Distance 240 km in 4 hours. Speed?,50,55,60,65,2,60,2,0.5,Speed & Distance,Easy
q-qa-100,ssc-cgl-08,Quantitative Aptitude,3,22,Find the HCF of 12 and 18.,3,4,6,9,2,HCF=6.,2,0.5,HCF,Easy
q-qa-101,ssc-cgl-08,Quantitative Aptitude,3,23,Number increased by 20% becomes 120. Original?,90,95,100,105,2,100,2,0.5,Percentage,Medium
q-qa-102,ssc-cgl-08,Quantitative Aptitude,3,24,Find the area of a square with side 8 cm.,60,62,64,66,2,64,2,0.5,Geometry,Easy
q-qa-103,ssc-cgl-08,Quantitative Aptitude,3,25,Cost of 5 pens ₹50. One pen?,8,9,10,11,2,Unitary method.,2,0.5,Arithmetic,Easy
q-en-079,ssc-cgl-08,English,4,1,Choose the correct synonym of 'BIG'.,Small,Large,Tiny,Narrow,1,Big means large.,2,0.5,Vocabulary,Easy
q-en-080,ssc-cgl-08,English,4,2,Choose the correct antonym of 'FAST'.,Quick,Slow,Rapid,Swift,1,Slow opposite.,2,0.5,Vocabulary,Easy
q-en-081,ssc-cgl-08,English,4,3,Select the correctly spelled word.,Friend,Freind,Frend,Freend,0,Friend correct.,2,0.5,Spelling,Easy
q-en-082,ssc-cgl-08,English,4,4,He is good ___ English.,at,on,in,with,0,Correct preposition.,2,0.5,Grammar,Easy
q-en-083,ssc-cgl-08,English,4,5,Passive voice of: She wrote a letter.,A letter writes,A letter was written,A letter written,A letter is writing,1,Past passive.,2,0.5,Voice,Medium
